"vote_count","id","video","vote_average","title","popularity","poster_path","original_language","original_title","genre_ids","backdrop_path","adult","overview","release_date"
396,828,FALSE,7.4,"The Day the Earth Stood Still",12.661511,"/x2DquTpLTq54aPFDnqlwY7apCC3.jpg","en","The Day the Earth Stood Still","18, 878, 53","/uExEupzfV7Ffau0H98aefUU0zcG.jpg",FALSE,"An alien and a robot land on earth after World War II and tell mankind to be peaceful or face destruction. A classic science fiction film from Robert Wise with an exceptional message.","1951-09-17"
1234,180863,FALSE,7,"T2 Trainspotting",12.656508,"/fbHXfr2N4pI2j7i9RLYiddjotBl.jpg","en","T2 Trainspotting","80, 18","/kR48L1E3OLOkQcnlmpi5wDj7ZZt.jpg",FALSE,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.","2017-01-27"
1624,40807,FALSE,7,"50/50",12.654839,"/uDKmnFHqE3rQ9r6ErQsOZWuzXN8.jpg","en","50/50","35, 18","/kGac26bIqfwm8eqbP1RjKP70brE.jpg",FALSE,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.","2011-09-30"
1573,9659,FALSE,6.6,"Mad Max",12.651053,"/9YY0XdZ2CAgqfpXHQkrvhsQb6C.jpg","en","Mad Max","12, 28, 53, 878","/k95sN7BDpuFGhAwIn00t3z27NQs.jpg",FALSE,"In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.","1979-04-12"
653,21032,FALSE,7.2,"Balto",12.64694,"/gV5PCAVCPNxlOLFM1bKk50EqLXO.jpg","en","Balto","16, 12, 10751","/fkxHaPJaB35wnoUC7glF16W3lWH.jpg",FALSE,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.","1995-12-22"
11,346910,FALSE,0,"The Predator",12.640587,"/r12SXV9zoSxKpP5qoNTu4CoIsuB.jpg","en","The Predator","27, 878, 28, 12","/dvUqdDK69J5dq0SS8IdNOdxM4fn.jpg",FALSE,"From the outer reaches of space to the small-town streets of suburbia, the hunt comes home. Now, the universe’s most lethal hunters are stronger, smarter and deadlier than ever before, having genetically upgraded themselves with DNA from other species. When a young boy accidentally triggers their return to Earth, only a ragtag crew of ex-soldiers and a disgruntled science teacher can prevent the end of the human race.","2018-08-02"
4334,8358,FALSE,7.5,"Cast Away",12.637725,"/w515BrZvczKIxbHurG6HIiYYrba.jpg","en","Cast Away","12, 18","/frbW3kQXhVZPhceuQa1EqwZPXQr.jpg",FALSE,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.","2000-12-22"
871,8009,FALSE,6.8,"Highlander",12.63415,"/6l4t1vWAFMuAiOpDT0mDWlrr5Mp.jpg","en","Highlander","12, 28, 14","/q6jg0cSixdEGUsyzkuh2qqL6iVq.jpg",FALSE,"He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.","1986-03-06"
5635,274870,FALSE,6.8,"Passengers",12.633637,"/5gJkVIVU7FDp7AfRAbPSvvdbre2.jpg","en","Passengers","18, 10749, 878","/5EW4TR3fWEqpKsWysNcBMtz9Sgp.jpg",FALSE,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.","2016-12-21"
1618,198277,FALSE,7.3,"Begin Again",12.631887,"/qx4HXHXt528hS4rwePZbZo20xqZ.jpg","en","Begin Again","35, 10402, 10749, 18","/1jJVDNz5gan9WYuspnKAHwks39e.jpg",FALSE,"A long lost music producer finds a singer-songwriter right about the moment he has given up all hope on life.","2013-09-07"
1277,9029,FALSE,5.9,"What Happens in Vegas",12.628665,"/NWQmNdQwm7blsBNSdpWIfqkGte.jpg","en","What Happens in Vegas","35, 10749","/925k5OHcumv1xYNwYnDdXiVPMTf.jpg",FALSE,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.","2008-05-07"
2989,2108,FALSE,7.8,"The Breakfast Club",12.621962,"/4ZejrrCpfoypR5lHoT3pq6yVldW.jpg","en","The Breakfast Club","35, 18","/tUSXZ37j0XpNtmOb5uwqogdcq7E.jpg",FALSE,"Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.","1985-02-15"
807,283445,FALSE,5.7,"Sinister 2",12.614579,"/AeJYo2wLVL6NpkHxpWIptGbQD0N.jpg","en","Sinister 2","27","/iQY3kJ2oqHqmcSm32xPfkFF4xW9.jpg",FALSE,"A young mother and her twin sons move into a rural house that's marked for death.","2015-08-19"
3293,810,FALSE,6,"Shrek the Third",12.605157,"/lA17Mlz8hXVZsW5Y3WuUa8KPilQ.jpg","en","Shrek the Third","14, 12, 16, 35, 10751","/7fT1IogBbxM6S7SOIGSe7BXLEMq.jpg",FALSE,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.","2007-05-17"
1276,276907,FALSE,6.7,"Legend",12.603694,"/nXXI1MCJ0ugMetJ5Qn7ofDXANxf.jpg","en","Legend","80, 53","/lgQ8axR46D8GwYT7n77YiCoGs1j.jpg",FALSE,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.","2015-09-09"
1219,146,FALSE,7.2,"Crouching Tiger, Hidden Dragon",12.602187,"/3yYPhffQRuy45HlNabFxNLyP9mg.jpg","zh","卧虎藏龙","12, 18, 28, 10749","/rMXQaQZbFkAZC9tNvH0ZK3FFOND.jpg",FALSE,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.","2000-08-19"
245,10436,FALSE,7,"The Age of Innocence",12.601869,"/xdkFwyufgtTR4E9rk4CL2r4l00a.jpg","en","The Age of Innocence","18, 10749","/eRZa7l95GzhsHCvjfYqx4k5z2o6.jpg",FALSE,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.","1993-09-17"
2138,2034,FALSE,7.3,"Training Day",12.598556,"/sDT2biSB7wzBJdXq9o3ldr7VfvY.jpg","en","Training Day","28, 80, 18, 53","/A1S9fBzc4Wepc6onnCd9eVR2FLp.jpg",FALSE,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.","2001-10-05"
917,7484,FALSE,6,"Open Season",12.591276,"/9TY3wQPNhZ60Mng0JetKEOfXqxU.jpg","en","Open Season","12, 35, 16","/7bmzhqOJ9TGXUU5d4pqYUWl3YZ8.jpg",FALSE,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.","2006-09-29"
0,378160,FALSE,0,"Abruptio",12.591255,"/lll4WxWSaDp5e1ro2WqEoBAKhiN.jpg","en","Abruptio","27",NA,FALSE,"Les Hackel is a guy down on his luck who wakes to find an explosive device has been implanted in his neck. He must carry out heinous crimes in order to stay alive while trying to identify the mastermind manipulating the now twisted and strange world around him.","2018-05-31"
139,399131,FALSE,5.7,"Dude",12.58855,"/vh4K737r0ZjrioIjHcs7ktV8RFO.jpg","en","Dude","35","/o8kdF2dZNzjEzuVZfgaSLUSVqNH.jpg",FALSE,"Four best friends negotiate loss and major life changes during the last two weeks of high school.","2018-04-20"
3228,8909,FALSE,6.4,"Wanted",12.574858,"/mUrkppyahzk6koYFekxeu0tmcPd.jpg","en","Wanted","28, 53, 80","/2mbQF4SfdbpqF8LmIxDfJ9RDqQQ.jpg",FALSE,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.","2008-06-19"
572,43949,FALSE,7.4,"Flipped",12.570294,"/ndgk8EhgT6VxnscAaFV6SMewcQ6.jpg","en","Flipped","10749, 18","/29DDoPM1qV6DqLUfNAY9jRhd7sR.jpg",FALSE,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.","2010-08-06"
1051,4995,FALSE,7.5,"Boogie Nights",12.569598,"/gTq6MPt7SeMiJ2miHeMoNEZTz4p.jpg","en","Boogie Nights","18","/7js1eREIJa9QboYpWbkNFyaQG0.jpg",FALSE,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.","1997-10-07"
2243,334541,FALSE,7.5,"Manchester by the Sea",12.568382,"/e8daDzP0vFOnGyKmve95Yv0D0io.jpg","en","Manchester by the Sea","18","/urSqvE0AyIHkYogUsQaVAmZrN0M.jpg",FALSE,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.","2016-11-18"
1497,34851,FALSE,6,"Predators",12.566234,"/wdniP8NDaJIydi1hMxhpbJMUfr6.jpg","en","Predators","28, 878, 12, 53","/aBLsGBlDnDMgoKn3jmcVpiyUqGV.jpg",FALSE,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted.","2010-07-03"
856,2330,FALSE,6.5,"Taxi",12.561159,"/13vrEB6T3DuDz26rWAUfHZV0eSm.jpg","fr","Taxi","28, 35, 80","/cqmmp6KLYKbzSJh2aTkWoNeAPOj.jpg",FALSE,"In Marseilles (France), skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.","1998-04-04"
1691,426,FALSE,8.1,"Vertigo",12.558128,"/obhM86qyv8RsE69XSMTtT9FdE0b.jpg","en","Vertigo","9648, 10749, 53","/pkq8oE7siR9pvjZULET47XBz6Hc.jpg",FALSE,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.","1958-05-09"
1411,924,FALSE,6.8,"Dawn of the Dead",12.556178,"/yfqsgzW6AQYmBjIEIq0y9EB1Rgl.jpg","en","Dawn of the Dead","14, 27, 28, 18","/cYd3PL27r0KJa9Pa4A5lfUr58Yg.jpg",FALSE,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.","2004-03-19"
129,20497,FALSE,6.4,"Ballet Shoes",12.555599,"/6ToVeBxxJVMbXnLktGcuTuALcxU.jpg","en","Ballet Shoes","10770, 18, 10751","/bvAWDh5CpRDN0HAm4oDS9V2PQ7G.jpg",FALSE,"An unusual explorer named Gum and his kindly niece adopt three orphans -- Pauline, Petrova and Posy -- and raise them as sisters in 1930s London. But the girls must fend for themselves when Gum doesn't return from one of his adventures. Together, they nurture their passions for acting, aviation and ballet in this charming TV adaptation of Noel Streatfield's novel.","2008-08-26"
909,85446,FALSE,6.7,"Step Up Revolution",12.554239,"/5fsid0rNk0fsIO9EXKlIotzgYX7.jpg","en","Step Up Revolution","10402, 18, 10749","/zXIpNMsfv0V0T1zsnYvbmgTBmCa.jpg",FALSE,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.","2012-07-26"
1499,296099,FALSE,6.1,"Vacation",12.55321,"/q9kL9WW0Uu4AcfTi5iCLcYzBgnm.jpg","en","Vacation","35","/3pDqidHzSDHDNlrZ6isAvXNFiYy.jpg",FALSE,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.","2015-07-28"
2041,1584,FALSE,6.8,"School of Rock",12.552769,"/cREN222Yw78zvSQ9bg17Y9QZS0c.jpg","en","School of Rock","35, 10402","/pM1CnP0ZN2VxmrTAbBZOS3PNoNE.jpg",FALSE,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.","2003-10-03"
1586,72331,FALSE,5.5,"Abraham Lincoln: Vampire Hunter",12.541343,"/lHcaLiPDDrLmJAL2MTlMzgM2s2x.jpg","en","Abraham Lincoln: Vampire Hunter","28, 14, 27","/6dJgvOSLD6DKYqd29HsC10Cjyii.jpg",FALSE,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.","2012-06-20"
1618,1562,FALSE,6.5,"28 Weeks Later",12.537226,"/kcJ99AtUykDhpzfQOApsViQa3fj.jpg","en","28 Weeks Later","27, 53, 878","/q4GEKbi4ZO2lhZJg0Zr6kYNKQgm.jpg",FALSE,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.","2007-04-26"
2973,64635,FALSE,5.8,"Total Recall",12.534915,"/tWBo7aZk3I1dLxmMj7ZJcN8uke5.jpg","en","Total Recall","28, 878, 12, 53","/orFQbyZ6g7kPFaJXmgty0M88wJ0.jpg",FALSE,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.","2012-08-02"
3009,86834,FALSE,5.5,"Noah",12.532548,"/5wioUjzwr91fvq7ydunxK2CPSxi.jpg","en","Noah","18, 12","/jnoJgpITphPoqA3e7JnNC4mtAVX.jpg",FALSE,"A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.","2014-03-20"
1617,345911,FALSE,6.3,"Lights Out",12.532375,"/sXqrTXcBf9TdIv5rfgeFNu9Iwu7.jpg","en","Lights Out","27, 9648, 53","/zahnSOF0U2vsbKTWqSySoUXSUgi.jpg",FALSE,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.","2016-07-21"
902,8328,FALSE,6.5,"Step Up 2: The Streets",12.530245,"/5SwoeOUyfkS8s6aGB2bLYAL5jKR.jpg","en","Step Up 2: The Streets","10402, 18, 10749","/fGq48GZp2PLVgx9IwW5lBf4DBYJ.jpg",FALSE,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.","2008-02-14"
1184,881,FALSE,7.2,"A Few Good Men",12.519307,"/WgWLwk55YaXFZdlMnPJTKlxGcz.jpg","en","A Few Good Men","18","/ynNzKnXWQ2Gs1okPNAsBTUn1eLZ.jpg",FALSE,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.","1992-12-11"
2421,28178,FALSE,7.8,"Hachi: A Dog's Tale",12.518148,"/3MpVmIg6CgOCUrZ2TZ2P0yitCbM.jpg","en","Hachi: A Dog's Tale","18, 10751","/m87xptCZD6J15HcioOOX4kfEdeD.jpg",FALSE,"A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.","2009-06-13"
1933,10693,FALSE,7.1,"Peter Pan",12.512469,"/6UTZmeQcxbtW32MyR5nKIx7ID4f.jpg","en","Peter Pan","16, 10402, 10751, 12, 14","/eLOKujSMudMf62ATU7XnpLaID1c.jpg",FALSE,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.","1953-02-05"
1343,10184,FALSE,6.3,"He's Just Not That Into You",12.51199,"/ruc33YnCrmCL8PHdPQVzfa4shWX.jpg","en","He's Just Not That Into You","35, 10749, 18","/lyltBzgnMcWo13FTc1RyU8Xl1Zk.jpg",FALSE,"Remember that really cute guy who said he'd call – and didn't? Maybe he lost your number. Maybe he's in the hospital. Maybe he's awed by your beauty, brains or success. Or maybe... he's just not that into you.","2009-02-06"
444,13179,FALSE,6.4,"Tinker Bell",12.509732,"/dx9FiWtcY4u5Kla6Cetw1a6W2qK.jpg","en","Tinker Bell","16, 10751, 12, 14","/j7r0HwdQibJYPxmStqqucqWaX7u.jpg",FALSE,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""","2008-10-27"
1126,109443,FALSE,6,"Anchorman 2: The Legend Continues",12.5097,"/66HbvNKmfxYoOHAp1IVIYQsFoeA.jpg","en","Anchorman 2: The Legend Continues","35","/mTMnfiWuvhbCdez9LAzbYy0vLSG.jpg",FALSE,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.","2013-12-18"
2131,9480,FALSE,5,"Daredevil",12.508832,"/dNVEqwgIdrwWQL3zXI5mQG60oM5.jpg","en","Daredevil","14, 28, 80, 878, 53","/bv6CY07f6c4msoDJxDzk5m22cYs.jpg",FALSE,"He dwells in a world of eternal night, but the blackness is filled with sounds and scents, tastes and textures that most cannot perceive. Although attorney Matt Murdock is blind, his other four senses function with superhuman sharpness. By day, Murdock represents the downtrodden. At night he is Daredevil, a masked vigilante stalking the dark streets of the city, a relentless avenger of justice.","2003-02-14"
3099,335797,FALSE,6.9,"Sing",12.504155,"/5XFchtGifv8mz4qlyT8PZ7ZsjfG.jpg","en","Sing","16, 35, 18, 10751, 10402","/fxDXp8un4qNY9b1dLd7SH6CKzC.jpg",FALSE,"A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.","2016-11-23"
1839,41630,FALSE,6.1,"No Strings Attached",12.500529,"/1AxDwc2eugEvG4dRTear9q8Hzmw.jpg","en","No Strings Attached","35, 10749","/25PacoKjy6iQgYcs3PqGZq20Bh9.jpg",FALSE,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?","2011-01-21"
2365,1635,FALSE,6.5,"The Island",12.498037,"/zE9OTe7JvcX1jyFXs0GEL2f3RkZ.jpg","en","The Island","28, 53, 878, 12","/7gckgf6lmlKsjtkmS8O0oT3iEev.jpg",FALSE,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.","2005-07-20"
1204,9471,FALSE,5.2,"Charlie's Angels: Full Throttle",12.496179,"/n4cdJ0Wqxb7C0HmZbcaC4eYnkIf.jpg","en","Charlie's Angels: Full Throttle","28, 12, 35","/4KJKnwBxflXdfp1qmLEFI9CDYHy.jpg",FALSE,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.","2003-06-27"
3367,9487,FALSE,6.8,"A Bug's Life",12.492467,"/u9qGMRwcPwP0WETxulS5hKUsEum.jpg","en","A Bug's Life","12, 16, 35, 10751","/bHMHpXNjeKRxcjWcpbIAD5f0aIK.jpg",FALSE,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.","1998-11-25"
1673,4327,FALSE,5.6,"Charlie's Angels",12.491185,"/eBzf9d09Vgq2HSVC4fIZm1QNQd.jpg","en","Charlie's Angels","28, 12, 35, 80, 53","/AfXk5IqMZuznjjvEkrQuzQ9A5U6.jpg",FALSE,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.","2000-11-02"
208,418437,FALSE,5.6,"Unforgettable",12.489187,"/eUGehaQhjc9Q8kqlZP16akfx7R4.jpg","en","Unforgettable","18, 53","/yR4UgI9AslQ4kd3qa1kDwxChJWs.jpg",FALSE,"Julia moves in with her fiancé, David, but his ex-wife and her own haunting past join forces to rock her quiet suburban existence.","2017-03-06"
1391,13387,FALSE,5.9,"Transporter 3",12.485902,"/d3rokRfJUtSg3wFaTdUKKodhfaA.jpg","en","Transporter 3","28, 12, 53, 80","/rgkPGIxOWKSvQjAhn0mLuYvqfLO.jpg",FALSE,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.","2008-11-26"
1134,243688,FALSE,5,"Poltergeist",12.483991,"/fWOPN0XBvHXFYr3RsPr74qBge2I.jpg","en","Poltergeist","27, 53","/i2otKlu6k5xM0bvA69y4z7XaCGo.jpg",FALSE,"Legendary filmmaker Sam Raimi and director Gil Kenan reimagine and contemporize the classic tale about a family whose suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.","2015-05-20"
396,14128,FALSE,5.5,"Cinderella II: Dreams Come True",12.483208,"/gmyZ10NuMrQ5FZHXsqVpRQJ5JPy.jpg","en","Cinderella II: Dreams Come True","10751, 16, 10749, 14","/4ErXZZgpXPxDcCLnnLXysK03ss9.jpg",FALSE,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.","2002-02-23"
564,169813,FALSE,7.8,"Short Term 12",12.477867,"/wYkiNNMM1O5c2yEcj8Lf9UbaB1a.jpg","en","Short Term 12","18","/dWmpJj4GUCDflRs9O4Q4FMydZj4.jpg",FALSE,"Grace, a compassionate young supervisor at a foster care facility, works with her boyfriend and colleague, Mason, to help at-risk teens. But when a new charge dredges up memories of her own troubled past, Grace's tough exterior begins eroding.","2013-08-23"
1012,23437,FALSE,5.4,"A Nightmare on Elm Street",12.476431,"/zPdMcikD993AQRd92iNv0Dxb67T.jpg","en","A Nightmare on Elm Street","27, 9648, 53","/17vWkOFksf8479W5kHRto6sR98f.jpg",FALSE,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.","2010-04-30"
1176,402,FALSE,6.6,"Basic Instinct",12.474549,"/p1DHOfLFZmM567ePKfFNMV4mY92.jpg","en","Basic Instinct","53, 9648","/bKdxJMqvr4wltzAQaieA6CTkaa9.jpg",FALSE,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.","1992-03-20"
161,114478,FALSE,5.6,"Starship Troopers: Invasion",12.468537,"/3znAWfEzXzR1slLKc9VQwtD6XmD.jpg","en","Starship Troopers: Invasion","16, 28, 878","/4u7lPYOCxQxNPrSYJP8VGIYaBn7.jpg",FALSE,"A distant Federation outpost Fort Casey comes under attack by bugs. The team on the fast attack ship Alesia is assigned to help the Starship John A. Warden stationed in Fort Casey evacuate along with the survivors and bring military intelligence safely back to Earth. Carl Jenkins, now ministry of Paranormal Warfare, takes the starship on a clandestine mission before its rendezvous with the Alesia and goes missing in the nebula. Now, the battle-hardened troopers are charged with a rescue mission that may lead to a much more sinister consequence than they ever could have imagined....","2012-07-21"
1191,65057,FALSE,6.8,"The Descendants",12.46695,"/5lpBvuPNaPiOpitehczWmJgf6wb.jpg","en","The Descendants","35, 18","/bN6IiGpwhbEy7QTpFet6RJEpu7G.jpg",FALSE,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.","2011-09-09"
1209,1620,FALSE,5.9,"Hitman",12.466427,"/1U2FpMotSyaciATw5qfEsKdgpX4.jpg","en","Hitman","28, 80, 18, 53","/6wBfey6EVR5qxYLB8pxoTVQYWkS.jpg",FALSE,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.","2007-11-21"
1409,137094,FALSE,6,"Jack Ryan: Shadow Recruit",12.46248,"/jBibISmRBUO35p0Picv0nOo33sc.jpg","en","Jack Ryan: Shadow Recruit","28, 18, 53","/7WURHOyx05AWAoNcBGp72clvB49.jpg",FALSE,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.","2014-01-15"
2140,7345,FALSE,8,"There Will Be Blood",12.461466,"/bFgqkuAFBHNuq0oTtewHwuLVWSO.jpg","en","There Will Be Blood","18","/xzqwxyQlhbdnnSpFbBpuDhdVZ92.jpg",FALSE,"Ruthless silver miner, turned oil prospector, Daniel Plainview moves to oil-rich California. Using his adopted son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainviews motives and intentions, starting a slow-burning feud that threatens both their lives.","2007-12-28"
656,10590,FALSE,6.8,"We Were Soldiers",12.461423,"/kjG02l5Nqcgd3ZOb7aMBb9CIIIi.jpg","en","We Were Soldiers","28, 36, 10752","/8ikyF16LecHlHkkMmuZJDV9GWa7.jpg",FALSE,"The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.","2002-03-01"
